Traktion;Techn. Ident;Techn. Platz;Bez.;Ort
Tr;FE0210;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0211;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0212;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0213;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0214;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0215;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0216;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0217;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0218;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0219;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0301;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0302;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0303;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0304;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0305;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0306;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0307;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0308;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0309;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0310;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0311;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0312;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0313;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0314;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0315;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0316;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0317;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0318;03-0101-003-02;Feederleitung Tram;Bümpliz
Tr;FE0401;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0402;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0403;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0404;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0405;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0406;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0407;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0408;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0409;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0410;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0411;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0412;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0413;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0414;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0415;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0416;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0417;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0418;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0419;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0420;03-0101-004-02;Feederleitung Tram;Schlossstrasse
Tr;FE0501;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0502;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0503;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0504;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0505;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0506;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0507;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0508;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0509;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0510;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0511;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0512;03-0101-005-02;Feederleitung Tram;Fischermätteli
Tr;FE0601;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0602;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0603;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0604;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0605;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0606;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0607;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0608;03-0101-006-02;Feederleitung Tram;Effingerstrasse
Tr;FE0701;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0702;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0703;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0704;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0705;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0706;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0707;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0708;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0709;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0710;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0711;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0712;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0713;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0714;03-0101-007-02;Feederleitung Tram;Weissenbühl
Tr;FE0801;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0802;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0803;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0804;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0805;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0806;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0807;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0808;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0809;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0810;03-0101-008-02;Feederleitung Tram;Friedheim
Tr;FE0901;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0902;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0903;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0904;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0905;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0906;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0907;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE0908;03-0101-009-02;Feederleitung Tram;Wabern
Tr;FE1001;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1002;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1003;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1004;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1005;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1006;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1007;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1008;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1009;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1010;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1011;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1012;03-0101-010-02;Feederleitung Tram;Monbijou
Tr;FE1701;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1702;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1703;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1704;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1705;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1706;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1707;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1708;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1709;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1710;03-0101-017-02;Feederleitung Tram;Egghölzli
Tr;FE1801;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1802;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1803;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1804;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1805;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1806;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1807;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1808;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE1809;03-0101-018-02;Feederleitung Tram;Murifeld
Tr;FE2001;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2002;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2003;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2004;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2005;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2006;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2007;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2008;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2009;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2010;03-0101-020-02;Feederleitung Tram;Guisanplatz
Tr;FE2101;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2102;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2103;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2104;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2105;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2106;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2107;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2108;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2109;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2110;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2111;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2112;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2113;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2114;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;FE2115;03-0101-021-02;Feederleitung Tram;Wankdorf
Tr;ST0101;03-0101-001-03;Streckentrenner Tram;Brünnen
Tr;ST0102;03-0101-001-03;Streckentrenner Tram;Brünnen
Tr;ST0201;03-0101-002-03;Streckentrenner Tram;Bethlehem
Tr;ST0202;03-0101-002-03;Streckentrenner Tram;Bethlehem
Tr;ST0203;03-0101-002-03;Streckentrenner Tram;Bethlehem
Tr;ST0204;03-0101-002-03;Streckentrenner Tram;Bethlehem
Tr;ST0301;03-0101-003-03;Streckentrenner Tram;Bümpliz
Tr;ST0302;03-0101-003-03;Streckentrenner Tram;Bümpliz
Tr;ST0401;03-0101-004-03;Streckentrenner Tram;Schlosstrasse
Tr;ST0402;03-0101-004-03;Streckentrenner Tram;Schlosstrasse
Tr;ST0501;03-0101-005-03;Streckentrenner Tram;Fischermätteli
Tr;ST0502;03-0101-005-03;Streckentrenner Tram;Fischermätteli
Tr;ST0601;03-0101-006-03;Streckentrenner Tram;Effingerstrasse
Tr;ST0602;03-0101-006-03;Streckentrenner Tram;Effingerstrasse
Tr;ST0603;03-0101-006-03;Streckentrenner Tram;Effingerstrasse
Tr;ST0604;03-0101-006-03;Streckentrenner Tram;Effingerstrasse
Tr;ST0701;03-0101-007-03;Streckentrenner Tram;Weissenbühl
Tr;ST0702;03-0101-007-03;Streckentrenner Tram;Weissenbühl
Tr;ST0703;03-0101-007-03;Streckentrenner Tram;Weissenbühl
Tr;ST0704;03-0101-007-03;Streckentrenner Tram;Weissenbühl
Tr;ST0801;03-0101-008-03;Streckentrenner Tram;Friedheim
Tr;ST0802;03-0101-008-03;Streckentrenner Tram;Friedheim
Tr;ST0803;03-0101-008-03;Streckentrenner Tram;Friedheim
Tr;ST0804;03-0101-008-03;Streckentrenner Tram;Friedheim
Tr;ST0805;03-0101-008-03;Streckentrenner Tram;Friedheim
Tr;ST0806;03-0101-008-03;Streckentrenner Tram;Friedheim
Tr;ST0901;03-0101-009-03;Streckentrenner Tram;Wabern
Tr;ST0902;03-0101-009-03;Streckentrenner Tram;Wabern
Tr;ST1001;03-0101-010-03;Streckentrenner Tram;Monbijou
Tr;ST1002;03-0101-010-03;Streckentrenner Tram;Monbijou
Tb;ST1101;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1102;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1103;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1104;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1105;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1106;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1107;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1108;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tb;ST1109;03-0101-011-03;Streckentrenner Trolleybus;Bahnhof West
Tr;ST1101;03-0101-011-03;Streckentrenner Tram;Bahnhof West
Tr;ST1102;03-0101-011-03;Streckentrenner Tram;Bahnhof West
Tr;ST1103;03-0101-011-03;Streckentrenner Tram;Bahnhof West
Tr;ST1104;03-0101-011-03;Streckentrenner Tram;Bahnhof West
Tb;ST1201;03-0101-012-03;Streckentrenner Tram;Bahnhof Ost
Tb;ST1202;03-0101-012-03;Streckentrenner Tram;Bahnhof Ost
Tb;ST1203;03-0101-012-03;Streckentrenner Tram;Bahnhof Ost
Tb;ST1201;03-0101-012-03;Streckentrenner Trolleybus;Bahnhof Ost
Tb;ST1202;03-0101-012-03;Streckentrenner Trolleybus;Bahnhof Ost
Tb;ST1203;03-0101-012-03;Streckentrenner Trolleybus;Bahnhof Ost
Tb;ST1204;03-0101-012-03;Streckentrenner Trolleybus;Bahnhof Ost
Tr;ST1301;03-0101-013-03;Streckentrenner Tram;Spitalgasse
Tr;ST1302;03-0101-013-03;Streckentrenner Tram;Spitalgasse
Tr;ST1303;03-0101-013-03;Streckentrenner Tram;Spitalgasse
Tr;ST1304;03-0101-013-03;Streckentrenner Tram;Spitalgasse
Tr;ST1305;03-0101-013-03;Streckentrenner Tram;Spitalgasse
Tr;ST1306;03-0101-013-03;Streckentrenner Tram;Spitalgasse
Tb;ST1301;03-0101-013-03;Streckentrenner Trolleybus;Spitalgasse
Tb;ST1302;03-0101-013-03;Streckentrenner Trolleybus;Spitalgasse
Tb;ST1303;03-0101-013-03;Streckentrenner Trolleybus;Spitalgasse
Tb;ST1304;03-0101-013-03;Streckentrenner Trolleybus;Spitalgasse
Tr;ST1401;03-0101-014-03;Streckentrenner Tram;Helvetiaplatz
Tr;ST1402;03-0101-014-03;Streckentrenner Tram;Helvetiaplatz
Tr;ST1501;03-0101-015-03;Streckentrenner Tram;Brunnadern
Tr;ST1502;03-0101-015-03;Streckentrenner Tram;Brunnadern
Tr;ST1701;03-0101-017-03;Streckentrenner Tram;Egghölzli
Tr;ST1702;03-0101-017-03;Streckentrenner Tram;Egghölzli
Tr;ST1703;03-0101-017-03;Streckentrenner Tram;Egghölzli
Tr;ST1704;03-0101-017-03;Streckentrenner Tram;Egghölzli
Tr;ST1801;03-0101-018-03;Streckentrenner Tram;Murifeld
Tr;ST1802;03-0101-018-03;Streckentrenner Tram;Murifeld
Tr;ST1901;03-0101-019-03;Streckentrenner Tram;Kursaal
Tr;ST1902;03-0101-019-03;Streckentrenner Tram;Kursaal
Tr;ST2001;03-0101-020-03;Streckentrenner Tram;Guisanplatz
Tr;ST2002;03-0101-020-03;Streckentrenner Tram;Guisanplatz
Tr;ST2101;03-0101-021-03;Streckentrenner Tram;Wankdorf
Tr;ST2102;03-0101-021-03;Streckentrenner Tram;Wankdorf
Tb;ST2201;03-0101-022-03;Streckentrenner Trolleybus;Inselspital
Tb;ST2202;03-0101-022-03;Streckentrenner Trolleybus;Inselspital
Tb;ST2203;03-0101-022-03;Streckentrenner Trolleybus;Inselspital
Tb;ST2204;03-0101-022-03;Streckentrenner Trolleybus;Inselspital
Tb;ST2301;03-0101-023-03;Streckentrenner Trolleybus;Laupenstrasse
Tb;ST2302;03-0101-023-03;Streckentrenner Trolleybus;Laupenstrasse
Tb;ST2303;03-0101-023-03;Streckentrenner Trolleybus;Laupenstrasse
Tb;ST2304;03-0101-023-03;Streckentrenner Trolleybus;Laupenstrasse
Tb;ST2305;03-0101-023-03;Streckentrenner Trolleybus;Laupenstrasse
Tb;ST2306;03-0101-023-03;Streckentrenner Trolleybus;Laupenstrasse
Tb;ST2401;03-0101-024-03;Streckentrenner Trolleybus;Schanzenstrasse
Tb;ST2402;03-0101-024-03;Streckentrenner Trolleybus;Schanzenstrasse
Tb;ST2403;03-0101-024-03;Streckentrenner Trolleybus;Schanzenstrasse
Tb;ST2404;03-0101-024-03;Streckentrenner Trolleybus;Schanzenstrasse
Tb;ST2501;03-0101-025-03;Streckentrenner Trolleybus;Nydegg
Tb;ST2502;03-0101-025-03;Streckentrenner Trolleybus;Nydegg
Tb;ST2503;03-0101-025-03;Streckentrenner Trolleybus;Nydegg
Tb;ST2504;03-0101-025-03;Streckentrenner Trolleybus;Nydegg
Tb;ST2601;03-0101-026-03;Streckentrenner Trolleybus;Schosshalde
Tb;ST2602;03-0101-026-03;Streckentrenner Trolleybus;Schosshalde
Tb;ST2603;03-0101-026-03;Streckentrenner Trolleybus;Schosshalde
Tb;ST2604;03-0101-026-03;Streckentrenner Trolleybus;Schosshalde
Tb;ST2701;03-0101-027-03;Streckentrenner Trolleybus;Bollwerk
Tb;ST2702;03-0101-027-03;Streckentrenner Trolleybus;Bollwerk
Tb;ST2703;03-0101-027-03;Streckentrenner Trolleybus;Bollwerk
Tb;ST2704;03-0101-027-03;Streckentrenner Trolleybus;Bollwerk
Tb;ST2801;03-0101-028-03;Streckentrenner Trolleybus;Lorraine
Tb;ST2802;03-0101-028-03;Streckentrenner Trolleybus;Lorraine
Tb;ST2803;03-0101-028-03;Streckentrenner Trolleybus;Lorraine
Tb;ST2804;03-0101-028-03;Streckentrenner Trolleybus;Lorraine
Tb;ST2901;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2902;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2903;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2904;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2905;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2906;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2907;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tb;ST2908;03-0101-029-03;Streckentrenner Trolleybus;Wyler
Tr-Tb;;03-0103-001;Gleichrichter;Bahnhof
Tr-Tb;;03-0103-002;Gleichrichter;Breitenrainplatz
Tr-Tb;;03-0103-003;Gleichrichter;Brunnmatt
Tr;;03-0103-004;Gleichrichter;Bolligenstrasse
Tr;;03-0103-005;Gleichrichter;Holenackerplatz
Tr;;03-0103-006;Gleichrichter;Sandrain
Tr-Tb;;03-0103-007;Gleichrichter;Schosshalde
Tr;;03-0103-008;Gleichrichter;Stadion
Tr-Tb;;03-0103-009;Gleichrichter;Stadttheater
Tr-Tb;;03-0103-010;Gleichrichter;Thunplatz
Tr;;03-0103-011;Gleichrichter;Unterführung
Tr-Tb;;03-0103-012;Gleichrichter;Wankdorf
Tr;;03-0103-013;Gleichrichter;Weissenbühl
Tr;;03-0103-014;Gleichrichter;Wittigkofen
Tb;;03-0102-000;Schaltposten;Schanzenstrasse 1
Tb;;03-0102-000;Schaltposten;Schanzenstrasse 1
Tb;;03-0102-000;Schaltposten;Effingerstrasse 4
Tr;;03-0102-000;Schaltposten;Effingerstrasse 4
Tb;;03-0102-000;Schaltposten;Bundesgasse35
Tr;;03-0102-000;Schaltposten;Monbijoustrasse 3
Tb;;03-0102-000;Schaltposten;Spitalgasse 40
Tr;;03-0102-000;Schaltposten;Spitalgasse 36
Tb;;03-0102-000;Schaltposten;Bahnhofplatz 10A
Tb;;03-0102-000;Schaltposten;Bahnhofplatz 10A
Tb;;03-0102-000;Schaltposten;Schützenmattstrasse
Tb;;03-0102-000;Schaltposten;Freiburgstrasse 3
Tb;;03-0102-000;Schaltposten;Freiburgstrasse 3
Tr;;03-0102-000;Schaltposten;Brunmattstrasse 16B
Tr;;03-0102-000;Schaltposten;Brunmattstrasse 16B
Tr;;03-0102-000;Schaltposten;Brunmattstrasse 16B
Tr;;03-0102-000;Schaltposten;Effingerstrasse 27
Tb;;03-0102-000;Schaltposten;Bim Zytglogge
Tb;;03-0102-000;Schaltposten;Bim Zytglogge
Tr;;03-0102-000;Schaltposten;Kornhausplatz
Tr;;03-0102-000;Schaltposten;Kirchenfeldbrücke
Tr;;03-0102-000;Schaltposten;Monbijoustrasse 125
Tr;;03-0102-000;Schaltposten;Seftigenstrasse 54
Tr;;03-0102-000;Schaltposten;Seftigenstrasse
Tb;;03-0102-000;Schaltposten;Standstrasse
Tb;;03-0102-000;Schaltposten;Standstrasse
Tr;;03-0102-000;Schaltposten;Breitenrainplatz
Tb;;03-0102-000;Schaltposten;Seminarstrasse
Tb;;03-0102-000;Schaltposten;Seminarstrasse
Tr;;03-0102-000;Schaltposten;Thunstrasse 60
Tb;;03-0102-000;Schaltposten;Neubrückstrasse
Tb;;03-0102-000;Schaltposten;Schlosshaldenstrasse
Tr;;03-0102-000;Schaltposten;Burgernzielkreisel
Tr;;03-0102-000;Schaltposten;Freudenbergstrasse 75
Tr;;03-0102-000;Schaltposten;Unterführung
Tr;;03-0102-000;Schaltposten;Unterführung
Tr;;03-0102-000;Schaltposten;Holenackerplatz
Tb;K1101;03-0101-011;Kreuzung Tb-Tb;Bahnhof West
Tb;K1102;03-0101-011;Kreuzung Tb-Tb;Bahnhof West
Tb;K1103;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1104;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1105;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1106;03-0101-011;Kreuzung Tb-Tb;Bahnhof West
Tb;K1107;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1108;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1109;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1110;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1111;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1112;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1113;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1114;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1115;03-0101-011;Kreuzung Tb-Tr;Bahnhof West
Tb;K1201;03-0101-012;Kreuzung Tb-Tb;Bahnhof Ost
Tb;K1202;03-0101-012;Kreuzung Tb-Tb;Bahnhof Ost
Tb;K1203;03-0101-012;Kreuzung Tb-Tb;Bahnhof Ost
Tb;K1204;03-0101-012;Kreuzung Tb-Tb;Bahnhof Ost
Tb;K1205;03-0101-012;Kreuzung Tb-Tb;Bahnhof Ost
Tb;K1301;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1302;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1303;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1304;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1305;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1306;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1307;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K1308;03-0101-013;Kreuzung Tb-Tr;Zytglogge
Tb;K2301;03-0101-023;Kreuzung Tb-Tb;Laupenstrasse
Tb;K2701;03-0101-027;Kreuzung Tb-Tb;Bollwerk
Tb;K2702;03-0101-027;Kreuzung Tb-Tb;Bollwerk
Tb;K2703;03-0101-027;Kreuzung Tb-Tb;Bollwerk
Tb;K2901;03-0101-029;Kreuzung Tb-Tb;Wankdorf
Tb;K2902;03-0101-029;Kreuzung Tb-Tb;Wankdorf
Tb;K9101;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9102;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9103;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9104;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9105;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9106;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9107;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9108;03-0101-091;Kreuzung Tr-Tb;Dienstgeleise Trolleybus
Tb;K9109;03-0101-091;Kreuzung Tb-Tb;Dienstgeleise Trolleybus
Tb;W1101;03-0101-011;Einlaufweiche;Bahnhof West
Tb;W1102;03-0101-011;Elektrische Weiche;Bahnhof West
Tb;W1103;03-0101-011;Einlaufweiche;Bahnhof West
Tb;W1104;03-0101-011;Einlaufweiche;Bahnhof West
Tb;W1105;03-0101-011;Elektrische Weiche;Bahnhof West
Tb;W1106;03-0101-011;Elektrische Weiche;Bahnhof West
Tb;W1107;03-0101-011;Einlaufweiche;Bahnhof West
Tb;W1108;03-0101-011;Einlaufweiche;Bahnhof West
Tb;W1201;03-0101-012;Elektrische Weiche;Bahnhof Ost
Tb;W1202;03-0101-012;Einlaufweiche;Bahnhof Ost
Tb;W1203;03-0101-012;Elektrische Weiche;Bahnhof Ost
Tb;W1204;03-0101-012;Elektrische Weiche;Bahnhof Ost
Tb;W1205;03-0101-012;Elektrische Weiche;Bahnhof Ost
Tb;W1206;03-0101-012;Einlaufweiche;Bahnhof Ost
Tb;W1207;03-0101-012;Elektrische Weiche;Bahnhof Ost
Tb;W1208;03-0101-012;Einlaufweiche;Bahnhof Ost
Tb;W1209;03-0101-012;Einlaufweiche;Bahnhof Ost
Tb;W2301;03-0101-023;Einlaufweiche;Laupenstrasse
Tb;W2302;03-0101-023;Elektrische Weiche;Laupenstrasse
Tb;W2601;03-0101-026;Elektrische Weiche;Schosshalde
Tb;W2602;03-0101-026;Einlaufweiche;Schosshalde
Tb;W2701;03-0101-027;Elektrische Weiche;Bollwerk
Tb;W2702;03-0101-027;Elektrische Weiche;Bollwerk
Tb;W2703;03-0101-027;Einlaufweiche;Bollwerk
Tb;W2704;03-0101-027;Einlaufweiche;Bollwerk
Tb;W2901;03-0101-029;Einlaufweiche;Wyler
Tb;W2902;03-0101-029;Elektrische Weiche;Wyler
Tb;W9101;03-0101-091;Elektrische Weiche;Dienstgeleise Trolleybus
Tb;W9102;03-0101-091;Elektrische Weiche;Dienstgeleise Trolleybus
